Object,tool,quantity,time,type
Armored Steps,Paddle,152,2 hours 21 min 24 sec,Melee
Armored Steps,Pickaxe,69,1 hour 41 min 8 sec,Melee
Armored Steps,Rock,589,7 hours 23 min 8 sec,Melee
Armored Steps,Salvaged Axe,78,1 hour 33 min 53 sec,Melee
Armored Steps,Salvaged Hammer,92,1 hour 52 min 38 sec,Melee
Armored Steps,Salvaged Icepick,59,1 hour 10 min 25 sec,Melee
Armored Steps,Stone Hatchet,513,3 hours 28 min 32 sec,Melee
Armored Steps,Stone Pickaxe,309,1 hour 56 min 15 sec,Melee
Armored Steps,Stone Spear,260,1 hour 15 min 46 sec,Melee
Armored Steps,Longsword,167,1 hour 31 min 40 sec,Melee
Armored Steps,Salvaged Sword,122,1 hour 25 min 21 sec,Melee
Armored Steps,Torch,1539,14 hours 52 min 18 sec,Melee
Armored Steps,TorchLit,5715,16 hours 1 min 54 sec,Melee
Armored Steps,Wooden Spear,236,1 hour 43 min 55 sec,Melee
Twig Floor Triangle,40mm HE Grenade,1,1 sec,Explosive
Twig Floor Triangle,Rocket,1,1 sec,Explosive
Twig Floor Triangle,Incendiary Rocket,1,1 sec,Explosive
Twig Floor Triangle,High Velocity Rocket,1,1 sec,Explosive
Twig Floor Triangle,Timed Explosive Charge,1,10 sec,Explosive
Twig Floor Triangle,Beancan Grenade ,1,6 sec,Explosive
Twig Floor Triangle,Fire Arrow,1,1 sec,Explosive
Twig Floor Triangle,F1 Grenade ,1,5 sec,Explosive
Twig Floor Triangle,Flame Thrower,2,17 sec,Explosive
Twig Floor Triangle,Satchel Charge,1,9 sec,Explosive
Twig Floor Triangle,Explosive 5.56 Rifle Ammo,2,1 sec,Explosive
Twig Floor Triangle,Explosive 5.56 Rifle Ammo,1,1 sec,Explosive
Twig Floor Triangle,Flashlight,3,36 sec,Melee
Twig Floor Triangle,Flashlight,1,4 sec,Melee
Twig Floor Triangle,Jackhammer,1,5 sec,Melee
Twig Floor Triangle,JackhammerWorkbench Refill,1,5 sec,Melee
Twig Floor Triangle,Bone Club,2,30 sec,Melee
Twig Floor Triangle,Bone Club,1,3 sec,Melee
Twig Floor Triangle,Bone Knife,2,23 sec,Melee
Twig Floor Triangle,Bone Knife,1,2 sec,Melee
Twig Floor Triangle,Chainsaw,2,9 sec,Melee
Twig Floor Triangle,Chainsaw,1,1 sec,Melee
Twig Floor Triangle,Salvaged Cleaver,1,18 sec,Melee
Twig Floor Triangle,Hatchet,1,18 sec,Melee
Twig Floor Triangle,Combat Knife,2,11 sec,Melee
Twig Floor Triangle,Combat Knife,1,1 sec,Melee
Twig Floor Triangle,Mace,1,20 sec,Melee
Twig Floor Triangle,Machete,1,15 sec,Melee
Twig Floor Triangle,Paddle,1,21 sec,Melee
Twig Floor Triangle,Pickaxe,1,25 sec,Melee
Twig Floor Triangle,Rock,2,1 min 6 sec,Melee
Twig Floor Triangle,Rock,1,6 sec,Melee
Twig Floor Triangle,Salvaged Axe,1,16 sec,Melee
Twig Floor Triangle,Salvaged Hammer,1,17 sec,Melee
Twig Floor Triangle,Salvaged Icepick,1,16 sec,Melee
Twig Floor Triangle,Stone Hatchet,2,31 sec,Melee
Twig Floor Triangle,Stone Hatchet,1,3 sec,Melee
Twig Floor Triangle,Stone Pickaxe,2,28 sec,Melee
Twig Floor Triangle,Stone Pickaxe,1,2 sec,Melee
Twig Floor Triangle,Stone Spear,2,23 sec,Melee
Twig Floor Triangle,Stone Spear,1,3 sec,Melee
Twig Floor Triangle,Longsword,1,14 sec,Melee
Twig Floor Triangle,Salvaged Sword,1,12 sec,Melee
Twig Floor Triangle,Torch,4,2 min 13 sec,Melee
Twig Floor Triangle,TorchLit,3,24 sec,Melee
Twig Floor Triangle,Torch,1,13 sec,Melee
Twig Floor Triangle,TorchLit,1,9 sec,Melee
Twig Floor Triangle,Wooden Spear,2,31 sec,Melee
Twig Floor Triangle,Wooden Spear,1,3 sec,Melee
Wooden Floor Triangle,40mm HE Grenade,8,8 sec,Explosive
Wooden Floor Triangle,Rocket,2,6 sec,Explosive
Wooden Floor Triangle,Incendiary Rocket,1,20 sec,Explosive
Wooden Floor Triangle,High Velocity Rocket,9,48 sec,Explosive
Wooden Floor Triangle,High Velocity Rocket,8,42 sec,Explosive
Wooden Floor Triangle,Timed Explosive Charge,1,10 sec,Explosive
Wooden Floor Triangle,Beancan Grenade ,13,51 sec,Explosive
Wooden Floor Triangle,Fire Arrow,125,2 min 4 sec,Explosive
Wooden Floor Triangle,F1 Grenade ,59,2 min 59 sec,Explosive
Wooden Floor Triangle,Flame Thrower,206,44 sec,Explosive
Wooden Floor Triangle,Satchel Charge,3,12 sec,Explosive
Wooden Floor Triangle,Explosive 5.56 Rifle Ammo,49,21 sec,Explosive
Wooden Floor Triangle,Explosive 5.56 Rifle Ammo,44,15 sec,Explosive
Wooden Floor Triangle,Flashlight,642,2 hours 29 min 35 sec,Melee
Wooden Floor Triangle,Flashlight,65,14 min 58 sec,Melee
Wooden Floor Triangle,Jackhammer,22,4 min 31 sec,Melee
Wooden Floor Triangle,JackhammerWorkbench Refill,2,6 min 35 sec,Melee
Wooden Floor Triangle,Jackhammer,3,27 sec,Melee
Wooden Floor Triangle,JackhammerWorkbench Refill,1,31 sec,Melee
Wooden Floor Triangle,Bone Club,435,2 hours 8 min 45 sec,Melee
Wooden Floor Triangle,Bone Club,44,12 min 52 sec,Melee
Wooden Floor Triangle,Bone Knife,42,12 min 50 sec,Melee
Wooden Floor Triangle,Bone Knife,4,1 min 16 sec,Melee
Wooden Floor Triangle,Chainsaw,35,4 min 2 sec,Melee
Wooden Floor Triangle,Chainsaw,3,23 sec,Melee
Wooden Floor Triangle,Salvaged Cleaver,11,7 min 8 sec,Melee
Wooden Floor Triangle,Salvaged Cleaver,1,42 sec,Melee
Wooden Floor Triangle,Hatchet,12,11 min 54 sec,Melee
Wooden Floor Triangle,Hatchet,2,1 min 12 sec,Melee
Wooden Floor Triangle,Combat Knife,37,6 min 9 sec,Melee
Wooden Floor Triangle,Combat Knife,4,36 sec,Melee
Wooden Floor Triangle,Mace,132,1 hour 25 min 31 sec,Melee
Wooden Floor Triangle,Mace,14,8 min 33 sec,Melee
Wooden Floor Triangle,Machete,14,6 min 11 sec,Melee
Wooden Floor Triangle,Machete,2,37 sec,Melee
Wooden Floor Triangle,Paddle,97,1 hour 28 min 24 sec,Melee
Wooden Floor Triangle,Paddle,10,8 min 50 sec,Melee
Wooden Floor Triangle,Pickaxe,11,15 min 47 sec,Melee
Wooden Floor Triangle,Pickaxe,1,1 min 34 sec,Melee
Wooden Floor Triangle,Rock,368,4 hours 36 min 57 sec,Melee
Wooden Floor Triangle,Rock,37,27 min 41 sec,Melee
Wooden Floor Triangle,Salvaged Axe,6,7 min 2 sec,Melee
Wooden Floor Triangle,Salvaged Axe,1,42 sec,Melee
Wooden Floor Triangle,Salvaged Hammer,58,1 hour 10 min 24 sec,Melee
Wooden Floor Triangle,Salvaged Hammer,6,7 min 2 sec,Melee
Wooden Floor Triangle,Salvaged Icepick,8,8 min 48 sec,Melee
Wooden Floor Triangle,Salvaged Icepick,1,52 sec,Melee
Wooden Floor Triangle,Stone Hatchet,46,18 min 36 sec,Melee
Wooden Floor Triangle,Stone Hatchet,5,1 min 52 sec,Melee
Wooden Floor Triangle,Stone Pickaxe,96,34 min 28 sec,Melee
Wooden Floor Triangle,Stone Pickaxe,10,3 min 27 sec,Melee
Wooden Floor Triangle,Stone Spear,65,18 min 56 sec,Melee
Wooden Floor Triangle,Stone Spear,7,1 min 54 sec,Melee
Wooden Floor Triangle,Longsword,11,5 min 44 sec,Melee
Wooden Floor Triangle,Longsword,1,34 sec,Melee
Wooden Floor Triangle,Salvaged Sword,8,5 min 19 sec,Melee
Wooden Floor Triangle,Salvaged Sword,1,31 sec,Melee
Wooden Floor Triangle,Torch,962,9 hours 17 min 41 sec,Melee
Wooden Floor Triangle,TorchLit,325,54 min 38 sec,Melee
Wooden Floor Triangle,Torch,97,55 min 46 sec,Melee
Wooden Floor Triangle,TorchLit,179,30 min 3 sec,Melee
Wooden Floor Triangle,Wooden Spear,59,25 min 58 sec,Melee
Wooden Floor Triangle,Wooden Spear,6,2 min 35 sec,Melee
Stone Floor Triangle,40mm HE Grenade,29,33 sec,Explosive
Stone Floor Triangle,40mm HE Grenade,27,32 sec,Explosive
Stone Floor Triangle,Rocket,4,18 sec,Explosive
Stone Floor Triangle,High Velocity Rocket,32,3 min 6 sec,Explosive
Stone Floor Triangle,High Velocity Rocket,31,3 min ,Explosive
Stone Floor Triangle,Timed Explosive Charge,2,11 sec,Explosive
Stone Floor Triangle,Beancan Grenade ,46,2 min 55 sec,Explosive
Stone Floor Triangle,F1 Grenade ,182,9 min 8 sec,Explosive
Stone Floor Triangle,Satchel Charge,10,22 sec,Explosive
Stone Floor Triangle,Explosive 5.56 Rifle Ammo,185,1 min 18 sec,Explosive
Stone Floor Triangle,Explosive 5.56 Rifle Ammo,173,1 min 12 sec,Explosive
Stone Floor Triangle,Flashlight,1283,4 hours 59 min 9 sec,Melee
Stone Floor Triangle,Flashlight,129,29 min 55 sec,Melee
Stone Floor Triangle,Jackhammer,88,18 min 7 sec,Melee
Stone Floor Triangle,JackhammerWorkbench Refill,5,27 min 2 sec,Melee
Stone Floor Triangle,Jackhammer,9,1 min 48 sec,Melee
Stone Floor Triangle,JackhammerWorkbench Refill,1,2 min 10 sec,Melee
Stone Floor Triangle,Bone Club,869,4 hours 17 min 31 sec,Melee
Stone Floor Triangle,Bone Club,87,25 min 44 sec,Melee
Stone Floor Triangle,Bone Knife,373,1 hour 50 min 22 sec,Melee
Stone Floor Triangle,Bone Knife,36,11 min ,Melee
Stone Floor Triangle,Chainsaw,695,1 hour 21 min ,Melee
Stone Floor Triangle,Chainsaw,70,8 min 5 sec,Melee
Stone Floor Triangle,Salvaged Cleaver,209,2 hours 22 min 22 sec,Melee
Stone Floor Triangle,Salvaged Cleaver,21,14 min 14 sec,Melee
Stone Floor Triangle,Hatchet,150,2 hours 32 min 29 sec,Melee
Stone Floor Triangle,Hatchet,15,15 min 14 sec,Melee
Stone Floor Triangle,Combat Knife,314,52 min 50 sec,Melee
Stone Floor Triangle,Combat Knife,32,5 min 17 sec,Melee
Stone Floor Triangle,Mace,264,2 hours 51 min 3 sec,Melee
Stone Floor Triangle,Mace,27,17 min 6 sec,Melee
Stone Floor Triangle,Machete,275,2 hours 3 min 37 sec,Melee
Stone Floor Triangle,Machete,28,12 min 22 sec,Melee
Stone Floor Triangle,Paddle,194,2 hours 56 min 50 sec,Melee
Stone Floor Triangle,Paddle,19,17 min 40 sec,Melee
Stone Floor Triangle,Pickaxe,72,1 hour 45 min 21 sec,Melee
Stone Floor Triangle,Pickaxe,7,10 min 31 sec,Melee
Stone Floor Triangle,Rock,736,9 hours 13 min 55 sec,Melee
Stone Floor Triangle,Rock,74,55 min 23 sec,Melee
Stone Floor Triangle,Salvaged Axe,94,1 hour 51 min 13 sec,Melee
Stone Floor Triangle,Salvaged Axe,10,11 min 7 sec,Melee
Stone Floor Triangle,Salvaged Hammer,116,2 hours 20 min 49 sec,Melee
Stone Floor Triangle,Salvaged Hammer,12,14 min 5 sec,Melee
Stone Floor Triangle,Salvaged Icepick,64,1 hour 15 min 28 sec,Melee
Stone Floor Triangle,Salvaged Icepick,7,7 min 33 sec,Melee
Stone Floor Triangle,Stone Hatchet,642,4 hours 20 min 41 sec,Melee
Stone Floor Triangle,Stone Hatchet,65,26 min 4 sec,Melee
Stone Floor Triangle,Stone Pickaxe,340,2 hours 2 min 50 sec,Melee
Stone Floor Triangle,Stone Pickaxe,33,12 min 15 sec,Melee
Stone Floor Triangle,Stone Spear,260,1 hour 15 min 46 sec,Melee
Stone Floor Triangle,Stone Spear,26,7 min 34 sec,Melee
Stone Floor Triangle,Longsword,209,1 hour 54 min 36 sec,Melee
Stone Floor Triangle,Longsword,21,11 min 28 sec,Melee
Stone Floor Triangle,Salvaged Sword,157,1 hour 46 min 46 sec,Melee
Stone Floor Triangle,Salvaged Sword,16,10 min 40 sec,Melee
Stone Floor Triangle,Torch,1924,18 hours 35 min 23 sec,Melee
Stone Floor Triangle,TorchLit,7143,20 hours 2 min 22 sec,Melee
Stone Floor Triangle,Torch,193,1 hour 51 min 32 sec,Melee
Stone Floor Triangle,TorchLit,715,2 hours 14 sec,Melee
Stone Floor Triangle,Wooden Spear,236,1 hour 43 min 55 sec,Melee
Stone Floor Triangle,Wooden Spear,23,10 min 22 sec,Melee
Metal Floor Triangle,40mm HE Grenade,57,1 min 12 sec,Explosive
Metal Floor Triangle,40mm HE Grenade,56,1 min 12 sec,Explosive
Metal Floor Triangle,Rocket,8,42 sec,Explosive
Metal Floor Triangle,High Velocity Rocket,67,6 min 36 sec,Explosive
Metal Floor Triangle,Timed Explosive Charge,4,14 sec,Explosive
Metal Floor Triangle,Beancan Grenade ,112,7 min 2 sec,Explosive
Metal Floor Triangle,F1 Grenade ,993,49 min 41 sec,Explosive
Metal Floor Triangle,Satchel Charge,23,42 sec,Explosive
Metal Floor Triangle,Explosive 5.56 Rifle Ammo,413,2 min 57 sec,Explosive
Metal Floor Triangle,Explosive 5.56 Rifle Ammo,399,2 min 51 sec,Explosive
Metal Floor Triangle,Flashlight,5129,19 hours 56 min 35 sec,Melee
Metal Floor Triangle,Flashlight,513,1 hour 59 min 39 sec,Melee
Metal Floor Triangle,Jackhammer,439,1 hour 30 min 38 sec,Melee
Metal Floor Triangle,JackhammerWorkbench Refill,25,2 hours 17 min 50 sec,Melee
Metal Floor Triangle,Jackhammer,44,9 min 3 sec,Melee
Metal Floor Triangle,JackhammerWorkbench Refill,3,13 min 16 sec,Melee
Metal Floor Triangle,Bone Club,3473,17 hours 10 min 5 sec,Melee
Metal Floor Triangle,Bone Club,348,1 hour 43 min ,Melee
Metal Floor Triangle,Bone Knife,1737,8 hours 35 min 2 sec,Melee
Metal Floor Triangle,Bone Knife,167,51 min 22 sec,Melee
Metal Floor Triangle,Chainsaw,2778,5 hours 24 min 3 sec,Melee
Metal Floor Triangle,Chainsaw,278,32 min 23 sec,Melee
Metal Floor Triangle,Salvaged Cleaver,834,9 hours 29 min 27 sec,Melee
Metal Floor Triangle,Salvaged Cleaver,84,56 min 57 sec,Melee
Metal Floor Triangle,Hatchet,598,10 hours 9 min 57 sec,Melee
Metal Floor Triangle,Hatchet,59,1 hour 58 sec,Melee
Metal Floor Triangle,Combat Knife,1466,4 hours 6 min 38 sec,Melee
Metal Floor Triangle,Combat Knife,147,24 min 39 sec,Melee
Metal Floor Triangle,Mace,1053,11 hours 24 min 12 sec,Melee
Metal Floor Triangle,Mace,106,1 hour 8 min 25 sec,Melee
Metal Floor Triangle,Machete,1099,8 hours 14 min 30 sec,Melee
Metal Floor Triangle,Machete,110,49 min 27 sec,Melee
Metal Floor Triangle,Paddle,776,11 hours 47 min 22 sec,Melee
Metal Floor Triangle,Paddle,76,1 hour 10 min 42 sec,Melee
Metal Floor Triangle,Pickaxe,345,8 hours 25 min 44 sec,Melee
Metal Floor Triangle,Pickaxe,35,50 min 34 sec,Melee
Metal Floor Triangle,Rock,2942,36 hours 55 min 41 sec,Melee
Metal Floor Triangle,Rock,295,3 hours 41 min 34 sec,Melee
Metal Floor Triangle,Salvaged Axe,397,7 hours 49 min 34 sec,Melee
Metal Floor Triangle,Salvaged Axe,39,46 min 56 sec,Melee
Metal Floor Triangle,Salvaged Hammer,463,9 hours 23 min 16 sec,Melee
Metal Floor Triangle,Salvaged Hammer,46,56 min 19 sec,Melee
Metal Floor Triangle,Salvaged Icepick,298,5 hours 52 min 10 sec,Melee
Metal Floor Triangle,Salvaged Icepick,30,35 min 12 sec,Melee
Metal Floor Triangle,Stone Hatchet,2565,17 hours 22 min 44 sec,Melee
Metal Floor Triangle,Stone Hatchet,257,1 hour 44 min 16 sec,Melee
Metal Floor Triangle,Stone Pickaxe,1611,9 hours 42 min 24 sec,Melee
Metal Floor Triangle,Stone Pickaxe,155,58 min 7 sec,Melee
Metal Floor Triangle,Stone Spear,1299,6 hours 18 min 47 sec,Melee
Metal Floor Triangle,Stone Spear,130,37 min 52 sec,Melee
Metal Floor Triangle,Longsword,834,7 hours 38 min 21 sec,Melee
Metal Floor Triangle,Longsword,84,45 min 51 sec,Melee
Metal Floor Triangle,Salvaged Sword,625,7 hours 7 min 4 sec,Melee
Metal Floor Triangle,Salvaged Sword,61,42 min 40 sec,Melee
Metal Floor Triangle,Torch,7693,74 hours 21 min 32 sec,Melee
Metal Floor Triangle,TorchLit,28572,80 hours 9 min 31 sec,Melee
Metal Floor Triangle,Torch,770,7 hours 26 min 9 sec,Melee
Metal Floor Triangle,TorchLit,2858,8 hours 57 sec,Melee
Metal Floor Triangle,Wooden Spear,1177,8 hours 39 min 36 sec,Melee
Metal Floor Triangle,Wooden Spear,118,51 min 57 sec,Melee
Armored Floor Triangle,40mm HE Grenade,114,2 min 26 sec,Explosive
Armored Floor Triangle,40mm HE Grenade,111,2 min 24 sec,Explosive
Armored Floor Triangle,Rocket,15,1 min 24 sec,Explosive
Armored Floor Triangle,High Velocity Rocket,134,13 min 18 sec,Explosive
Armored Floor Triangle,Timed Explosive Charge,8,20 sec,Explosive
Armored Floor Triangle,Beancan Grenade ,223,13 min 58 sec,Explosive
Armored Floor Triangle,F1 Grenade ,1986,1 hour 39 min 20 sec,Explosive
Armored Floor Triangle,Satchel Charge,46,1 min 16 sec,Explosive
Armored Floor Triangle,Explosive 5.56 Rifle Ammo,799,5 min 46 sec,Explosive
Armored Floor Triangle,Explosive 5.56 Rifle Ammo,798,5 min 46 sec,Explosive
Armored Floor Triangle,Flashlight,10257,39 hours 53 min 10 sec,Melee
Armored Floor Triangle,Flashlight,1026,3 hours 59 min 19 sec,Melee
Armored Floor Triangle,Jackhammer,878,3 hours 1 min 17 sec,Melee
Armored Floor Triangle,JackhammerWorkbench Refill,49,4 hours 35 min 40 sec,Melee
Armored Floor Triangle,Jackhammer,87,18 min 6 sec,Melee
Armored Floor Triangle,JackhammerWorkbench Refill,5,26 min 50 sec,Melee
Armored Floor Triangle,Bone Club,6945,34 hours 20 min 10 sec,Melee
Armored Floor Triangle,Bone Club,695,3 hours 26 min ,Melee
Armored Floor Triangle,Bone Knife,3473,17 hours 10 min 5 sec,Melee
Armored Floor Triangle,Bone Knife,334,1 hour 42 min 46 sec,Melee
Armored Floor Triangle,Chainsaw,5556,10 hours 48 min 8 sec,Melee
Armored Floor Triangle,Chainsaw,556,1 hour 4 min 48 sec,Melee
Armored Floor Triangle,Salvaged Cleaver,1667,18 hours 58 min 54 sec,Melee
Armored Floor Triangle,Salvaged Cleaver,167,1 hour 53 min 54 sec,Melee
Armored Floor Triangle,Hatchet,1195,20 hours 19 min 54 sec,Melee
Armored Floor Triangle,Hatchet,118,2 hours 1 min 57 sec,Melee
Armored Floor Triangle,Combat Knife,2931,8 hours 13 min 17 sec,Melee
Armored Floor Triangle,Combat Knife,294,49 min 20 sec,Melee
Armored Floor Triangle,Mace,2106,22 hours 48 min 25 sec,Melee
Armored Floor Triangle,Mace,211,2 hours 16 min 50 sec,Melee
Armored Floor Triangle,Machete,2198,16 hours 29 min ,Melee
Armored Floor Triangle,Machete,220,1 hour 38 min 54 sec,Melee
Armored Floor Triangle,Paddle,1551,23 hours 34 min 43 sec,Melee
Armored Floor Triangle,Paddle,152,2 hours 21 min 24 sec,Melee
Armored Floor Triangle,Pickaxe,690,16 hours 51 min 29 sec,Melee
Armored Floor Triangle,Pickaxe,69,1 hour 41 min 8 sec,Melee
Armored Floor Triangle,Rock,5883,73 hours 51 min 22 sec,Melee
Armored Floor Triangle,Rock,589,7 hours 23 min 8 sec,Melee
Armored Floor Triangle,Salvaged Axe,794,15 hours 39 min 9 sec,Melee
Armored Floor Triangle,Salvaged Axe,78,1 hour 33 min 53 sec,Melee
Armored Floor Triangle,Salvaged Hammer,926,18 hours 46 min 32 sec,Melee
Armored Floor Triangle,Salvaged Hammer,92,1 hour 52 min 38 sec,Melee
Armored Floor Triangle,Salvaged Icepick,596,11 hours 44 min 22 sec,Melee
Armored Floor Triangle,Salvaged Icepick,59,1 hour 10 min 25 sec,Melee
Armored Floor Triangle,Stone Hatchet,5129,34 hours 45 min 28 sec,Melee
Armored Floor Triangle,Stone Hatchet,513,3 hours 28 min 32 sec,Melee
Armored Floor Triangle,Stone Pickaxe,3221,19 hours 24 min 47 sec,Melee
Armored Floor Triangle,Stone Pickaxe,309,1 hour 56 min 15 sec,Melee
Armored Floor Triangle,Stone Spear,2598,12 hours 37 min 35 sec,Melee
Armored Floor Triangle,Stone Spear,260,1 hour 15 min 46 sec,Melee
Armored Floor Triangle,Longsword,1667,15 hours 16 min 40 sec,Melee
Armored Floor Triangle,Longsword,167,1 hour 31 min 40 sec,Melee
Armored Floor Triangle,Salvaged Sword,1250,14 hours 14 min 9 sec,Melee
Armored Floor Triangle,Salvaged Sword,122,1 hour 25 min 21 sec,Melee
Armored Floor Triangle,Torch,15385,148 hours 43 min 4 sec,Melee
Armored Floor Triangle,TorchLit,57143,160 hours 19 min 2 sec,Melee
Armored Floor Triangle,Torch,1539,14 hours 52 min 18 sec,Melee
Armored Floor Triangle,TorchLit,5715,16 hours 1 min 54 sec,Melee
Armored Floor Triangle,Wooden Spear,2353,17 hours 19 min 12 sec,Melee
Armored Floor Triangle,Wooden Spear,236,1 hour 43 min 55 sec,Melee
Twig Triangle Foundation,40mm HE Grenade,1,1 sec,Explosive
Twig Triangle Foundation,Rocket,1,1 sec,Explosive
Twig Triangle Foundation,Incendiary Rocket,1,1 sec,Explosive
Twig Triangle Foundation,High Velocity Rocket,1,1 sec,Explosive
Twig Triangle Foundation,Timed Explosive Charge,1,10 sec,Explosive
Twig Triangle Foundation,Beancan Grenade ,1,6 sec,Explosive
Twig Triangle Foundation,Fire Arrow,1,1 sec,Explosive
Twig Triangle Foundation,F1 Grenade ,1,5 sec,Explosive
Twig Triangle Foundation,Flame Thrower,2,17 sec,Explosive
Twig Triangle Foundation,Satchel Charge,1,9 sec,Explosive
Twig Triangle Foundation,Explosive 5.56 Rifle Ammo,2,1 sec,Explosive
Twig Triangle Foundation,Explosive 5.56 Rifle Ammo,1,1 sec,Explosive
Twig Triangle Foundation,Flashlight,3,36 sec,Melee
Twig Triangle Foundation,Flashlight,1,4 sec,Melee
Twig Triangle Foundation,Jackhammer,1,5 sec,Melee
Twig Triangle Foundation,JackhammerWorkbench Refill,1,5 sec,Melee
Twig Triangle Foundation,Bone Club,2,30 sec,Melee
Twig Triangle Foundation,Bone Club,1,3 sec,Melee
Twig Triangle Foundation,Bone Knife,2,23 sec,Melee
Twig Triangle Foundation,Bone Knife,1,2 sec,Melee
Twig Triangle Foundation,Chainsaw,2,9 sec,Melee
Twig Triangle Foundation,Chainsaw,1,1 sec,Melee
Twig Triangle Foundation,Salvaged Cleaver,1,18 sec,Melee
Twig Triangle Foundation,Hatchet,1,18 sec,Melee
Twig Triangle Foundation,Combat Knife,2,11 sec,Melee
Twig Triangle Foundation,Combat Knife,1,1 sec,Melee
Twig Triangle Foundation,Mace,1,20 sec,Melee
Twig Triangle Foundation,Machete,1,15 sec,Melee
Twig Triangle Foundation,Paddle,1,21 sec,Melee
Twig Triangle Foundation,Pickaxe,1,25 sec,Melee
Twig Triangle Foundation,Rock,2,1 min 6 sec,Melee
Twig Triangle Foundation,Rock,1,6 sec,Melee
Twig Triangle Foundation,Salvaged Axe,1,16 sec,Melee
Twig Triangle Foundation,Salvaged Hammer,1,17 sec,Melee
Twig Triangle Foundation,Salvaged Icepick,1,16 sec,Melee
Twig Triangle Foundation,Stone Hatchet,2,31 sec,Melee
Twig Triangle Foundation,Stone Hatchet,1,3 sec,Melee
Twig Triangle Foundation,Stone Pickaxe,2,28 sec,Melee
Twig Triangle Foundation,Stone Pickaxe,1,2 sec,Melee
Twig Triangle Foundation,Stone Spear,2,23 sec,Melee
Twig Triangle Foundation,Stone Spear,1,3 sec,Melee
Twig Triangle Foundation,Longsword,1,14 sec,Melee
Twig Triangle Foundation,Salvaged Sword,1,12 sec,Melee
Twig Triangle Foundation,Torch,4,2 min 13 sec,Melee
Twig Triangle Foundation,TorchLit,3,24 sec,Melee
Twig Triangle Foundation,Torch,1,13 sec,Melee
Twig Triangle Foundation,TorchLit,1,9 sec,Melee
Twig Triangle Foundation,Wooden Spear,2,31 sec,Melee
Twig Triangle Foundation,Wooden Spear,1,3 sec,Melee
Wooden Triangle Foundation,40mm HE Grenade,8,8 sec,Explosive
Wooden Triangle Foundation,Rocket,2,6 sec,Explosive
Wooden Triangle Foundation,Incendiary Rocket,1,20 sec,Explosive
Wooden Triangle Foundation,High Velocity Rocket,9,48 sec,Explosive
Wooden Triangle Foundation,High Velocity Rocket,8,42 sec,Explosive
Wooden Triangle Foundation,Timed Explosive Charge,1,10 sec,Explosive
Wooden Triangle Foundation,Beancan Grenade ,13,51 sec,Explosive
Wooden Triangle Foundation,Fire Arrow,125,2 min 4 sec,Explosive
Wooden Triangle Foundation,F1 Grenade ,59,2 min 59 sec,Explosive
Wooden Triangle Foundation,Flame Thrower,206,44 sec,Explosive
Wooden Triangle Foundation,Satchel Charge,3,12 sec,Explosive
Wooden Triangle Foundation,Explosive 5.56 Rifle Ammo,49,21 sec,Explosive
Wooden Triangle Foundation,Explosive 5.56 Rifle Ammo,44,15 sec,Explosive
Wooden Triangle Foundation,Flashlight,642,2 hours 29 min 35 sec,Melee
Wooden Triangle Foundation,Flashlight,65,14 min 58 sec,Melee
Wooden Triangle Foundation,Jackhammer,22,4 min 31 sec,Melee
Wooden Triangle Foundation,JackhammerWorkbench Refill,2,6 min 35 sec,Melee
Wooden Triangle Foundation,Jackhammer,3,27 sec,Melee
Wooden Triangle Foundation,JackhammerWorkbench Refill,1,31 sec,Melee
Wooden Triangle Foundation,Bone Club,435,2 hours 8 min 45 sec,Melee
